Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,WorkLifeBalance,MonthlyIncome,NumCompaniesWorked,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_catagorical
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,26914,Y,No,12,3,2,3034.0,1.0,3.0,1.0,3.0,2.0,18,7.0,7.5,14.5,Low
40,No,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,Female,46,3,2,Sales Executive,2,Divorced,22553,Y,No,12,3,3,5715.0,7.0,3.0,2.0,3.0,4.5,5,4.0,1.0,3.0,Low
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,20490,Y,No,16,2,3,2576.0,3.0,3.0,1.0,3.0,4.5,5,2.0,1.0,2.0,Low
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,21123,Y,Yes,12,4,2,4197.0,2.0,3.0,0.0,3.0,2.0,1,0.0,0.0,1.0,Low
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,Male,59,2,4,Research Director,2,Divorced,4345,Y,No,11,3,3,14336.0,1.0,3.0,1.0,3.0,3.0,18,10.0,3.0,9.0,High
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2,Female,78,2,2,Laboratory Technician,3,Married,13436,Y,No,22,2,3,3448.0,6.0,3.0,1.0,3.0,3.0,1,0.0,0.0,0.0,Low
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,1,Male,86,3,5,Research Director,1,Married,8509,Y,No,11,3,2,16581.0,4.0,3.0,1.0,3.0,4.0,4,2.0,1.0,2.0,High
34,No,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,72,3,2,Sales Executive,3,Married,12740,Y,No,15,1,3,6538.0,8.5,3.0,1.0,3.0,3.0,3,2.0,1.0,2.0,High
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,4156,Y,No,12,2,1,4306.0,1.0,3.0,1.0,3.0,4.5,13,10.0,3.0,12.0,Low
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,61,3,1,Laboratory Technician,4,Married,15238,Y,No,20,1,3,2258.0,7.0,3.0,1.0,3.0,1.0,3,2.0,1.0,2.0,Low
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,2227,Y,Yes,14,4,3,4522.0,4.0,3.0,0.0,3.0,3.0,5,2.0,0.0,2.0,Low
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,12090,Y,Yes,11,2,3,4487.0,1.0,3.0,0.0,3.0,3.0,5,4.0,1.0,3.0,Low
37,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,23866,Y,Yes,15,1,3,4449.0,3.0,3.0,2.0,3.0,2.0,13,11.0,7.5,7.0,Low
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,16193,Y,No,12,3,3,2218.0,1.0,3.0,1.0,3.0,3.0,4,2.0,3.0,2.0,Low
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,Divorced,8213,Y,Yes,14,3,3,16581.0,1.0,3.0,1.0,3.0,3.0,18,8.0,1.0,6.0,High
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,3,Female,86,4,4,Sales Executive,1,Married,18256,Y,No,11,4,2,13212.0,8.5,3.0,2.5,3.0,0.5,7,7.0,7.0,7.0,High
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,19558,Y,No,11,2,3,6577.0,0.0,3.0,0.0,3.0,4.5,5,4.0,4.0,4.0,High
41,No,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,49,4,3,Sales Executive,1,Married,19566,Y,No,16,3,3,8392.0,1.0,3.0,1.0,3.0,2.0,10,7.0,0.0,7.0,High
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,13535,Y,No,12,4,3,4558.0,1.0,3.0,1.0,3.0,2.0,10,0.0,1.0,8.0,Low
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,Married,9396,Y,No,13,3,3,4031.0,5.0,3.0,1.0,3.0,4.5,2,2.0,0.0,2.0,Low
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,Married,19609,Y,Yes,14,3,3,7969.0,2.0,3.0,0.0,3.0,4.0,5,4.0,0.0,4.0,High
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,9655,Y,No,21,4,2,2654.0,3.0,3.0,2.0,3.0,3.0,2,2.0,0.0,2.0,Low
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,Married,10310,Y,No,13,4,1,16555.0,2.0,3.0,0.0,3.0,2.0,5,2.0,1.0,4.0,High
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,Divorced,12932,Y,No,11,2,3,4556.0,2.0,3.0,1.0,3.0,3.0,5,4.0,0.0,2.0,Low
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,24793,Y,No,20,3,3,6091.0,2.0,3.0,0.0,3.0,2.0,5,4.0,0.0,2.0,Low
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,Married,3854,Y,No,11,4,1,16581.0,5.0,3.0,0.0,3.0,4.5,18,8.0,7.5,10.0,High
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,26314,Y,No,14,3,2,4810.0,2.0,3.0,1.0,3.0,4.5,10,7.0,0.0,8.0,Low
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,Married,4386,Y,No,11,4,4,4523.0,0.0,3.0,2.5,3.0,4.0,6,5.0,0.0,4.0,Low
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single,21972,Y,Yes,16,2,3,3202.0,1.0,3.0,0.0,3.0,4.0,5,3.0,1.0,4.0,Low
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,12253,Y,No,16,4,2,2351.0,0.0,3.0,1.0,3.0,3.0,2,2.0,1.0,0.0,Low
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,12106,Y,Yes,23,3,3,1702.0,1.0,3.0,1.0,3.0,3.0,1,0.0,0.0,0.0,Low
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,3,Female,79,3,5,Manager,3,Married,13022,Y,No,14,4,3,16581.0,0.0,3.0,0.0,3.0,2.0,18,14.5,1.0,12.0,High
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,3032,Y,No,22,2,1,2886.0,1.0,3.0,2.0,3.0,3.0,3,2.0,0.0,2.0,Low
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,16734,Y,No,15,3,1,2097.0,4.0,3.0,1.0,3.0,3.0,5,3.0,1.0,4.0,Low
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,21526,Y,No,18,3,3,11935.0,1.0,3.0,0.0,3.0,2.0,10,2.0,0.0,7.0,High
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,18300,Y,No,16,2,4,2546.0,5.0,3.0,0.0,3.0,2.0,2,2.0,1.0,1.0,Low
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4,Single,18437,Y,No,12,3,4,2564.0,1.0,3.0,0.0,3.0,3.0,1,0.0,0.0,0.0,Low
30,No,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,2890,Y,No,11,3,3,8412.0,0.0,3.0,0.0,3.0,3.0,9,8.0,7.0,8.0,High
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4,Divorced,22102,Y,No,12,3,2,14118.0,3.0,3.0,1.0,3.0,3.0,1,0.0,0.0,0.0,High
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,9314,Y,No,15,2,3,16581.0,0.0,3.0,1.0,3.0,2.0,18,10.0,7.5,7.0,High
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,7181,Y,No,14,3,2,2564.0,0.0,3.0,0.0,3.0,2.0,11,7.0,6.0,7.0,Low
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,Married,2845,Y,No,19,4,4,10266.0,4.0,3.0,0.0,3.0,4.5,18,13.0,7.5,11.0,High
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,7389,Y,No,13,3,3,5070.0,5.0,3.0,2.5,3.0,2.0,5,0.0,0.0,4.0,Low
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,2288,Y,No,13,3,1,16581.0,6.0,3.0,0.0,3.0,2.0,3,2.0,0.0,1.0,High
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,Single,19225,Y,No,15,3,3,4230.0,0.0,3.0,0.0,3.0,2.0,5,4.0,4.0,3.0,Low
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,Single,23428,Y,No,11,3,3,3780.0,7.0,3.0,0.0,3.0,3.0,1,0.0,0.0,0.0,Low
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,8416,Y,No,12,3,3,2768.0,3.0,3.0,1.0,3.0,3.0,7,3.0,5.0,7.0,Low
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,11563,Y,Yes,19,3,3,9071.0,2.0,3.0,1.0,3.0,3.0,3,2.0,1.0,2.0,High
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,14394,Y,No,25,4,4,10648.0,1.0,3.0,1.0,3.0,4.5,13,8.0,0.0,8.0,High
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married,24619,Y,Yes,12,4,4,13610.0,7.0,3.0,0.0,3.0,2.0,7,6.0,7.0,7.0,High
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,6705,Y,No,13,1,3,3408.0,7.0,3.0,2.5,3.0,2.0,4,3.0,1.0,3.0,Low
30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,18398,Y,No,14,1,3,2983.0,0.0,3.0,0.0,3.0,3.0,3,2.0,1.0,2.0,Low
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,Married,14295,Y,Yes,12,3,3,7632.0,4.0,3.0,0.0,3.0,2.0,8,7.0,0.0,0.0,High
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married,22908,Y,No,12,1,3,9824.0,3.0,3.0,0.0,3.0,2.0,1,0.0,0.0,0.0,High
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1,Divorced,11533,Y,Yes,15,3,3,9950.0,8.5,3.0,2.5,3.0,2.0,3,2.0,0.0,2.0,High
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married,9260,Y,No,17,4,3,2093.0,4.0,3.0,1.0,3.0,4.0,2,2.0,2.0,0.0,Low
36,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,15318,Y,No,14,4,2,9980.0,1.0,3.0,0.0,3.0,3.0,10,3.0,7.5,7.0,High
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single,9129,Y,No,16,3,3,3894.0,5.0,3.0,0.0,3.0,3.0,2,2.0,1.0,2.0,Low
48,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4,Married,19658,Y,No,14,1,3,4051.0,2.0,3.0,1.0,3.0,2.0,9,7.0,6.0,7.0,Low
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,1,Female,83,3,4,Manager,2,Single,9873,Y,No,23,4,3,16581.0,3.0,3.0,0.0,3.0,2.0,10,9.0,7.0,7.0,High
41,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4,Single,13430,Y,No,14,4,3,6230.0,7.0,3.0,0.0,3.0,3.0,14,3.0,1.0,10.0,Low
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,Male,85,3,2,Sales Executive,3,Married,18659,Y,No,11,3,3,4717.0,8.5,3.0,0.0,3.0,2.0,11,9.0,6.0,9.0,Low
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4,Manufacturing Director,3,Single,20364,Y,No,15,3,3,13237.0,7.0,3.0,0.0,3.0,3.0,18,6.0,5.0,13.0,High
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,Married,17872,Y,No,11,1,3,3755.0,1.0,3.0,1.0,3.0,3.0,8,3.0,0.0,7.0,Low
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single,8346,Y,Yes,13,3,4,6582.0,4.0,3.0,0.0,3.0,2.0,6,5.0,0.0,5.0,High
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Manufacturing Director,1,Married,6950,Y,Yes,21,4,2,7406.0,1.0,3.0,1.0,3.0,4.5,10,9.0,5.0,8.0,High
45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2,Married,16177,Y,No,19,2,4,4805.0,0.0,3.0,1.0,3.0,3.0,8,7.0,3.0,7.0,Low
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,22808,Y,Yes,11,2,2,2741.0,0.0,3.0,1.0,3.0,2.0,7,7.0,1.0,0.0,Low
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,22645,Y,No,12,2,4,4262.0,4.0,3.0,2.0,3.0,2.0,3,2.0,1.0,2.0,Low
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,Female,95,4,4,Research Director,3,Divorced,22578,Y,No,19,3,3,16184.0,4.0,3.0,1.0,3.0,2.0,6,1.0,0.0,5.0,High
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,Divorced,25291,Y,No,21,3,2,11557.0,8.5,3.0,1.0,3.0,3.0,5,4.0,0.0,1.0,High
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2,Male,69,3,1,Sales Representative,2,Single,8059,Y,Yes,14,4,3,1878.0,1.0,3.0,0.0,3.0,3.0,0,0.0,0.0,0.0,Low
40,No,Non-Travel,1094,Sales,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,1,Divorced,11373,Y,No,15,3,3,10932.0,3.0,3.0,1.0,3.0,2.0,1,0.0,0.0,1.0,High
41,No,Non-Travel,509,Research & Development,2,4,Other,1,616,1,Female,62,2,2,Healthcare Representative,3,Single,2112,Y,Yes,17,1,3,6811.0,2.0,3.0,0.0,3.0,3.0,8,7.0,0.0,7.0,High
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,4267,Y,No,12,1,3,4306.0,5.0,3.0,2.0,3.0,4.5,0,0.0,0.0,0.0,Low
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,3,Single,6698,Y,No,16,4,3,4859.0,1.0,3.0,0.0,3.0,3.0,5,4.0,0.0,3.0,Low
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4,Single,19921,Y,No,12,4,3,5337.0,1.0,3.0,0.0,3.0,3.0,10,7.0,5.0,7.0,Low
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4,Single,23213,Y,Yes,18,2,1,2340.0,1.0,3.0,0.0,3.0,3.0,1,0.0,0.0,0.0,Low
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,23848,Y,No,17,4,4,7491.0,4.0,3.0,0.0,3.0,3.0,6,5.0,1.0,2.0,High
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,Married,8984,Y,No,11,4,2,10527.0,5.0,3.0,0.0,3.0,3.0,2,2.0,1.0,2.0,High
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,Married,5626,Y,No,16,2,3,16581.0,7.0,3.0,1.0,3.0,2.0,18,14.5,7.5,8.0,High
37,No,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,24666,Y,No,13,4,3,8834.0,1.0,3.0,1.0,3.0,4.5,9,5.0,7.0,7.0,High
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,Male,78,3,2,Research Scientist,1,Divorced,22087,Y,Yes,12,2,3,5577.0,3.0,3.0,2.0,3.0,3.0,10,9.0,6.0,9.0,Low
32,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,Married,23914,Y,No,12,4,3,4707.0,8.0,3.0,0.0,3.0,2.0,4,2.0,1.0,2.0,Low
24,No,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4,Married,5530,Y,No,13,3,3,2400.0,0.0,3.0,2.0,3.0,3.0,2,2.0,2.0,1.0,Low
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3,Married,22174,Y,No,19,3,3,9824.0,3.0,3.0,1.0,3.0,4.0,1,0.0,0.0,0.0,High
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married,15701,Y,No,12,2,2,6447.0,6.0,3.0,1.0,3.0,2.0,6,5.0,4.0,3.0,High
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3,Divorced,2125,Y,Yes,17,3,3,16581.0,1.0,3.0,1.0,3.0,4.5,18,9.0,0.0,9.0,High
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,Married,21630,Y,Yes,11,2,3,2725.0,1.0,3.0,2.0,3.0,3.0,6,5.0,1.0,4.0,Low
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,Married,7428,Y,No,20,4,4,6272.0,1.0,3.0,2.0,3.0,4.5,5,3.0,1.0,4.0,Low
24,No,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4,Male,94,2,1,Laboratory Technician,2,Married,9100,Y,No,21,4,3,2127.0,1.0,3.0,1.0,3.0,2.0,1,0.0,0.0,0.0,Low
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2,Married,7999,Y,No,11,3,3,16581.0,1.0,3.0,1.0,3.0,2.0,18,5.0,7.5,7.0,High
25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married,26376,Y,No,11,3,3,2096.0,1.0,3.0,0.0,3.0,1.0,7,4.0,0.0,6.0,Low
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,Female,55,3,1,Laboratory Technician,3,Married,14168,Y,Yes,16,4,3,2886.0,1.0,3.0,1.0,3.0,4.0,6,3.0,1.0,2.0,Low
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,14470,Y,No,18,3,4,2033.0,1.0,3.0,1.0,3.0,2.0,1,0.0,0.0,0.0,Low
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,Married,22794,Y,Yes,13,4,3,3622.0,1.0,3.0,1.0,3.0,3.0,6,5.0,1.0,3.0,Low
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,11512,Y,No,17,3,1,4233.0,2.0,3.0,0.0,3.0,2.0,3,1.0,1.0,2.0,Low
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,14004,Y,No,14,4,3,3681.0,4.0,3.0,0.0,3.0,3.0,3,2.0,0.0,2.0,Low
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,Divorced,6219,Y,No,22,4,4,5460.0,4.0,3.0,2.0,3.0,4.0,7,7.0,5.0,7.0,Low
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,5013,Y,No,12,3,2,2187.0,0.0,3.0,2.0,3.0,4.5,5,3.0,0.0,3.0,Low
37,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,3010,Y,Yes,11,3,2,9602.0,4.0,3.0,1.0,3.0,3.0,3,0.0,1.0,0.0,High
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,Single,11757,Y,No,13,4,4,2836.0,1.0,3.0,0.0,3.0,0.5,1,0.0,0.0,0.0,Low
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3,Female,81,3,2,Healthcare Representative,4,Married,5718,Y,No,13,2,3,4089.0,1.0,3.0,2.0,3.0,4.0,10,2.0,2.0,2.0,Low
43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,2671,Y,Yes,14,3,2,16581.0,4.0,3.0,1.0,3.0,3.0,1,0.0,0.0,0.0,High
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,Female,43,3,1,Research Scientist,1,Single,14561,Y,No,17,4,2,2619.0,3.0,3.0,0.0,3.0,3.0,0,0.0,0.0,0.0,Low
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,19627,Y,Yes,13,2,3,5679.0,3.0,3.0,1.0,3.0,3.0,8,7.0,4.0,7.0,Low
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,Married,17997,Y,No,11,1,1,15402.0,7.0,3.0,1.0,3.0,3.0,3,2.0,0.0,2.0,High
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,Single,26894,Y,No,11,2,4,5985.0,4.0,3.0,0.0,3.0,1.0,2,2.0,0.0,2.0,Low
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,Female,31,3,1,Sales Representative,3,Divorced,2912,Y,Yes,18,4,3,2579.0,1.0,3.0,2.0,3.0,3.0,8,2.0,0.0,6.0,Low
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1,Divorced,16346,Y,No,11,2,3,3041.0,0.0,3.0,1.0,3.0,3.0,4,3.0,0.0,2.0,Low
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,Male,49,3,1,Sales Representative,3,Single,24444,Y,No,11,3,3,3447.0,1.0,3.0,0.0,3.0,2.0,3,2.0,1.0,2.0,Low
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,35,3,5,Manager,4,Married,9358,Y,Yes,12,1,4,16581.0,4.0,3.0,1.0,3.0,2.0,2,2.0,0.0,1.0,High
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,Male,69,3,1,Research Scientist,3,Married,12145,Y,No,20,4,3,2773.0,0.0,3.0,0.0,3.0,3.0,2,2.0,2.0,2.0,Low
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,Male,39,3,2,Sales Executive,3,Divorced,20431,Y,No,12,4,3,7104.0,0.0,3.0,0.0,3.0,3.0,5,0.0,1.0,2.0,High
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,Female,92,3,2,Research Scientist,4,Married,18089,Y,Yes,12,4,2,6322.0,1.0,3.0,1.0,3.0,2.0,6,4.0,0.0,5.0,Low
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,22653,Y,No,20,3,3,2083.0,1.0,3.0,1.0,3.0,2.0,1,0.0,0.0,0.0,Low
53,No,Travel_Rarely,238,Sales,1,1,Medical,1,682,4,Female,34,3,2,Sales Executive,1,Single,7507,Y,No,20,4,4,8381.0,7.0,3.0,0.0,3.0,2.0,14,7.0,7.5,10.0,High
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,Male,42,3,1,Research Scientist,4,Married,7660,Y,No,12,4,2,2691.0,1.0,3.0,1.0,3.0,4.0,10,9.0,7.5,8.0,Low
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1,Married,5630,Y,No,14,4,3,4286.0,2.0,3.0,2.0,3.0,4.0,1,1.0,0.0,0.0,Low
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,Female,71,3,1,Laboratory Technician,4,Married,17759,Y,Yes,13,3,3,2659.0,1.0,3.0,1.0,3.0,2.0,3,2.0,0.0,2.0,Low
